timestamp_ms,label,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,gx_dps,gy_dps,gz_dps
24504,99,-7028,3404,13948,296,265,36,2.26,2.02,0.27
24516,1,-7140,3400,14060,297,250,61,2.27,1.91,0.47
24528,1,-7048,3380,14116,381,292,-13,2.91,2.23,-0.1
24540,1,-7088,3420,14112,358,210,93,2.73,1.6,0.71
24552,1,-7104,3460,14056,342,217,64,2.61,1.66,0.49
24585,1,-7128,3296,13828,383,287,26,2.92,2.19,0.2
24597,1,-6996,3420,14072,333,326,69,2.54,2.49,0.53
24609,1,-6976,3376,13980,305,242,85,2.33,1.85,0.65
24621,1,-6960,3428,13912,214,275,97,1.63,2.1,0.74
24633,1,-7032,3396,14132,223,175,50,1.7,1.34,0.38
24645,1,-7020,3392,14076,191,264,52,1.46,2.01,0.4
24657,1,-7012,3352,14220,275,185,27,2.1,1.41,0.21
24669,1,-7104,3364,14080,267,259,78,2.04,1.98,0.6
24681,1,-7040,3432,13976,293,247,35,2.24,1.88,0.27
24714,1,-7052,3300,13988,308,175,-38,2.35,1.34,-0.29
24726,1,-7080,3416,14128,321,117,51,2.45,0.89,0.39
24738,1,-7040,3368,14300,517,83,70,3.94,0.63,0.53
24750,1,-7004,3308,14120,508,103,52,3.88,0.79,0.4
24762,1,-6980,3348,14012,469,149,50,3.58,1.14,0.38
24774,1,-7056,3444,14008,389,224,52,2.97,1.71,0.4
24786,1,-6944,3448,14060,373,319,35,2.85,2.43,0.27
24798,1,-6948,3504,14012,403,264,26,3.07,2.01,0.2
24810,1,-6916,3412,14048,426,353,1,3.25,2.69,0.01
24843,1,-7152,3364,14032,464,108,-36,3.54,0.82,-0.27
24855,1,-7056,3372,14052,332,269,6,2.53,2.05,0.05
24867,1,-7100,3420,14064,354,235,70,2.7,1.79,0.53
24879,1,-7088,3360,14068,366,298,25,2.79,2.27,0.19
24891,1,-6976,3352,13964,310,371,5,2.37,2.83,0.04
24903,1,-6964,3396,14056,305,254,29,2.33,1.94,0.22
24915,1,-7028,3396,14128,341,114,28,2.6,0.87,0.21
24927,1,-6944,3456,14024,330,195,40,2.52,1.49,0.31
24939,1,-6912,3436,13920,242,237,46,1.85,1.81,0.35
24972,1,-7092,3352,13904,368,223,-39,2.81,1.7,-0.3
24984,1,-6948,3344,14184,404,125,26,3.08,0.95,0.2
24996,1,-6988,3436,14000,373,243,-16,2.85,1.85,-0.12
25008,1,-7020,3416,14148,335,287,6,2.56,2.19,0.05
25020,1,-7092,3436,14164,333,306,-7,2.54,2.33,-0.05
25032,1,-7012,3340,14168,432,344,23,3.3,2.62,0.18
25044,1,-6976,3392,14108,466,226,13,3.56,1.72,0.1
25056,1,-7016,3396,13952,456,232,9,3.48,1.77,0.07
25068,1,-7000,3408,14004,332,332,-11,2.53,2.53,-0.08
25101,1,-7020,3376,13820,286,234,-69,2.18,1.79,-0.53
25113,1,-6924,3468,14140,310,171,-5,2.37,1.3,-0.04
25125,1,-7016,3432,14260,346,203,38,2.64,1.55,0.29
25137,1,-7136,3464,14056,274,284,7,2.09,2.17,0.05
25149,1,-7032,3348,13992,257,264,12,1.96,2.01,0.09
